,Postcode,PERCENT PACIFIC ISLANDER,PERCENT HISPANIC LATINO,PERCENT AMERICAN INDIAN,PERCENT ASIAN NON HISPANIC,PERCENT WHITE NON HISPANIC,PERCENT BLACK NON HISPANIC,PERCENT OTHER ETHNICITY,PERCENT ETHNICITY UNKNOWN,Organization Name,Borough,Latitude,Longitude,Total Final Award
0,10001,0.00,0.36,0.00,0.07,0.02,0.48,0.07,0.00,"ASDT, Inc. - The American Spanish Dance Theatre",Manhattan,,,28140
1,10001,0.00,0.36,0.00,0.07,0.02,0.48,0.07,0.00,"Alpha Workshops, Inc.",Manhattan,40.748417,-73.994222,62500
2,10001,0.00,0.36,0.00,0.07,0.02,0.48,0.07,0.00,"Aperture Foundation, Inc.",Manhattan,40.750893,-74.003934,18540
3,10001,0.00,0.36,0.00,0.07,0.02,0.48,0.07,0.00,Art Resources Transfer,Manhattan,40.750094,-74.003999,15000
4,10001,0.00,0.36,0.00,0.07,0.02,0.48,0.07,0.00,"Art Start, Inc.",Manhattan,40.750094,-74.003999,23660
5,10001,0.00,0.36,0.00,0.07,0.02,0.48,0.07,0.00,"Art21, Inc.",Manhattan,40.748299,-73.993937,44840
6,10001,0.00,0.36,0.00,0.07,0.02,0.48,0.07,0.00,Asian American Writers' Workshop,Manhattan,40.74568,-73.991602,31250
7,10001,0.00,0.36,0.00,0.07,0.02,0.48,0.07,0.00,CUE Art Foundation,Manhattan,40.744681,-73.99302,19950
8,10001,0.00,0.36,0.00,0.07,0.02,0.48,0.07,0.00,"Center for Book Arts, Inc.",Manhattan,40.744785,-73.989491,108800
9,10001,0.00,0.36,0.00,0.07,0.02,0.48,0.07,0.00,"Chamber Music America, Inc.",Manhattan,40.747475,-73.986278,30900
10,10001,0.00,0.36,0.00,0.07,0.02,0.48,0.07,0.00,"Cities at Peace, Inc.",Manhattan,40.745628,-73.991479,34750
11,10001,0.00,0.36,0.00,0.07,0.02,0.48,0.07,0.00,"E. Monte Motion, Inc.",Manhattan,40.752295,-73.993402,25740
12,10001,0.00,0.36,0.00,0.07,0.02,0.48,0.07,0.00,Emerging Artists Theatre Company,Manhattan,40.74515,-73.988383,7500
13,10001,0.00,0.36,0.00,0.07,0.02,0.48,0.07,0.00,"En Garde Arts, Inc.",Manhattan,,,19950
14,10001,0.00,0.36,0.00,0.07,0.02,0.48,0.07,0.00,"Global Action Project, Inc.",Manhattan,40.744615,-73.992909,20720
15,10001,0.00,0.36,0.00,0.07,0.02,0.48,0.07,0.00,"Greenwich House, Inc.",Manhattan,40.748848,-73.993377,18340
16,10001,0.00,0.36,0.00,0.07,0.02,0.48,0.07,0.00,"Hudson Guild, Inc.",Manhattan,40.749196,-74.001815,15000
17,10001,0.00,0.36,0.00,0.07,0.02,0.48,0.07,0.00,"InterSchool Orchestras of New York, Inc.",Manhattan,40.745831,-73.991916,32250
18,10001,0.00,0.36,0.00,0.07,0.02,0.48,0.07,0.00,International Print Center New York,Manhattan,40.750094,-74.003999,19950
19,10001,0.00,0.36,0.00,0.07,0.02,0.48,0.07,0.00,"Living Traditions, Inc.",Manhattan,40.745623,-73.995254,7500
20,10001,0.00,0.36,0.00,0.07,0.02,0.48,0.07,0.00,"Midori Foundation, Inc.",Manhattan,40.748208,-73.992663,235640
21,10001,0.00,0.36,0.00,0.07,0.02,0.48,0.07,0.00,NYC SALT,Manhattan,40.748148,-73.993623,33250
22,10001,0.00,0.36,0.00,0.07,0.02,0.48,0.07,0.00,"New Festival, Inc.",Brooklyn,,,57260
23,10001,0.00,0.36,0.00,0.07,0.02,0.48,0.07,0.00,"New Group, Inc.",Manhattan,40.752171,-73.991377,18000
24,10001,0.00,0.36,0.00,0.07,0.02,0.48,0.07,0.00,"New York Festival of Song, Inc.",Manhattan,40.746869,-73.993616,22500
25,10001,0.00,0.36,0.00,0.07,0.02,0.48,0.07,0.00,"No Longer Empty, Inc.",Queens,,,21570
26,10001,0.00,0.36,0.00,0.07,0.02,0.48,0.07,0.00,"OPERA America, Inc.",Manhattan,40.747549,-73.993143,28750
27,10001,0.00,0.36,0.00,0.07,0.02,0.48,0.07,0.00,"Opening Act, Inc.",Manhattan,,,54580
28,10001,0.00,0.36,0.00,0.07,0.02,0.48,0.07,0.00,"Pick Up Performance Company, Inc.",Manhattan,40.754022,-73.997842,19950
29,10001,0.00,0.36,0.00,0.07,0.02,0.48,0.07,0.00,"Printed Matter, Inc.",Manhattan,40.750489,-74.005858,44540
30,10001,0.00,0.36,0.00,0.07,0.02,0.48,0.07,0.00,"Shed NYC, Inc.",Manhattan,40.752841,-74.002812,28250
31,10001,0.00,0.36,0.00,0.07,0.02,0.48,0.07,0.00,Stella Adler Studio of Acting,Manhattan,40.744747,-73.989354,32570
32,10001,0.00,0.36,0.00,0.07,0.02,0.48,0.07,0.00,"TADA! Theater and Dance Alliance, Inc.",Manhattan,40.74515,-73.988383,41250
33,10001,0.00,0.36,0.00,0.07,0.02,0.48,0.07,0.00,Theatreworks/USA Corp.,Manhattan,40.747327,-73.991678,29310
34,10001,0.00,0.36,0.00,0.07,0.02,0.48,0.07,0.00,"Visual AIDS for the Arts, Inc.",Manhattan,40.750094,-74.003999,46150
35,10001,0.00,0.36,0.00,0.07,0.02,0.48,0.07,0.00,Winter Film Awards,Manhattan,40.749256,-73.98648,7500
36,10002,0.00,0.03,0.00,0.80,0.17,0.00,0.00,0.00,ABC No Rio,Manhattan,40.718943,-73.986122,8850
37,10002,0.00,0.03,0.00,0.80,0.17,0.00,0.00,0.00,"Artists Alliance, Inc.",Manhattan,40.718943,-73.986122,22130
38,10002,0.00,0.03,0.00,0.80,0.17,0.00,0.00,0.00,"Arts for Art, Inc.",Manhattan,40.718943,-73.986122,31250
39,10002,0.00,0.03,0.00,0.80,0.17,0.00,0.00,0.00,Chelsea Film Festival,Manhattan,40.719143,-73.986984,5000
40,10002,0.00,0.03,0.00,0.80,0.17,0.00,0.00,0.00,"Chinese Music Ensemble of New York, Inc.",Manhattan,,,8370
41,10002,0.00,0.03,0.00,0.80,0.17,0.00,0.00,0.00,"Dance Parade, Inc.",Manhattan,40.712914,-73.977769,32950
42,10002,0.00,0.03,0.00,0.80,0.17,0.00,0.00,0.00,"Dynamic Forms, Inc.",Manhattan,40.718943,-73.986122,63100
43,10002,0.00,0.03,0.00,0.80,0.17,0.00,0.00,0.00,"Educational Alliance, Inc.",Manhattan,40.714211,-73.988302,18980
44,10002,0.00,0.03,0.00,0.80,0.17,0.00,0.00,0.00,Henry Street Settlement,Manhattan,40.713857,-73.984532,235970
45,10002,0.00,0.03,0.00,0.80,0.17,0.00,0.00,0.00,Hester Street Collaborative,Manhattan,40.716589,-73.993153,13500
46,10002,0.00,0.03,0.00,0.80,0.17,0.00,0.00,0.00,Hispanic Organization of Latin Actors,Manhattan,40.718943,-73.986122,5000
47,10002,0.00,0.03,0.00,0.80,0.17,0.00,0.00,0.00,"Japanese Folk Dance Institute of New York, Inc.",Manhattan,40.713732,-73.979161,7500
48,10002,0.00,0.03,0.00,0.80,0.17,0.00,0.00,0.00,Latin American Theater Experiment & Associates,Manhattan,,,5000
49,10002,0.00,0.03,0.00,0.80,0.17,0.00,0.00,0.00,Lower East Side Tenement Museum,Manhattan,40.718592,-73.990007,275500
50,10002,0.00,0.03,0.00,0.80,0.17,0.00,0.00,0.00,"Mencius Society for the Arts, Inc.",Manhattan,40.717466,-73.985004,7500
51,10002,0.00,0.03,0.00,0.80,0.17,0.00,0.00,0.00,Museum at Eldridge Street,Manhattan,40.714733,-73.993713,103820
52,10002,0.00,0.03,0.00,0.80,0.17,0.00,0.00,0.00,Museum of Music & Entertainment in New York City,Manhattan,40.714117,-73.980402,7500
53,10002,0.00,0.03,0.00,0.80,0.17,0.00,0.00,0.00,New Museum of Contemporary Art,Manhattan,40.722424,-73.993225,112020
54,10002,0.00,0.03,0.00,0.80,0.17,0.00,0.00,0.00,"New York Chinese Cultural Center, Inc.",Manhattan,40.71333,-73.990827,62400
55,10002,0.00,0.03,0.00,0.80,0.17,0.00,0.00,0.00,"Open Channels New York, Inc.",Manhattan,40.720621,-73.992572,38010
56,10002,0.00,0.03,0.00,0.80,0.17,0.00,0.00,0.00,"Participant, Inc.",Manhattan,40.721877,-73.98518,26550
57,10002,0.00,0.03,0.00,0.80,0.17,0.00,0.00,0.00,"Paul Taylor Dance Foundation, Inc.",Manhattan,40.714128,-73.980496,159240
58,10002,0.00,0.03,0.00,0.80,0.17,0.00,0.00,0.00,Rhizome,Manhattan,40.722424,-73.993225,23330
59,10002,0.00,0.03,0.00,0.80,0.17,0.00,0.00,0.00,"Society of the Educational Arts, Inc.",Manhattan,40.718943,-73.986122,143250
60,10002,0.00,0.03,0.00,0.80,0.17,0.00,0.00,0.00,"Two Bridges Neighborhood Council, Inc.",Manhattan,40.711351,-73.988558,8850
61,10002,0.00,0.03,0.00,0.80,0.17,0.00,0.00,0.00,University Settlement Society of New York,Manhattan,40.720653,-73.990674,41240
62,10002,0.00,0.03,0.00,0.80,0.17,0.00,0.00,0.00,"White Box, Ltd.",Manhattan,40.719229,-73.9939,44260
63,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"Alpha Omega 1-7 Theatrical Dance Company, Inc.",Manhattan,40.726563,-73.990331,7730
64,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"Anthology Film Archives, Inc.",Manhattan,40.724716,-73.990486,46550
65,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"Aquila Theatre Company, Inc.",Manhattan,40.73054,-73.995706,18750
66,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"Ballet Tech Foundation, Inc.",Manhattan,40.738604,-73.989911,60000
67,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"Ballet Theatre Foundation, Inc.",Manhattan,40.738604,-73.989911,121010
68,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,Brooklyn Art Song Society,Brooklyn,40.648658,-73.972803,15600
69,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"Builders Association, Inc.",Manhattan,40.728956,-73.987401,22500
70,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"CSC Repertory, Ltd.",Manhattan,40.733145,-73.988984,42950
71,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"City Lore, Inc.",Manhattan,40.723631,-73.989281,63790
72,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"Clubbed Thumb, Inc.",Manhattan,40.729327,-73.991907,36250
73,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"Creative Time, Inc.",Manhattan,40.726785,-73.990807,67650
74,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"Culturehub, Inc.",Manhattan,40.726695,-73.990594,22500
75,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"Dance Ring, Inc.",Manhattan,40.730471,-73.988432,44380
76,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"Dance Service New York City, Inc.",Manhattan,40.735518,-73.98474,63790
77,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"Danspace Project, Inc.",Manhattan,,,100000
78,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"Downtown Art Company, Inc.",Manhattan,40.726563,-73.990331,5000
79,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"ENSEMBLE MISE-EN, Inc.",Manhattan,40.730398,-73.994938,20250
80,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"FRIGID New York, Inc.",Manhattan,40.726393,-73.989887,22890
81,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"Figment Project, Inc.",Manhattan,40.73419,-73.989294,5000
82,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"Fourth Arts Block, Inc.",Manhattan,40.726755,-73.990735,41900
83,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"Gina Gibney Dance, Inc.",Manhattan,40.738604,-73.989911,160290
84,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,Girl Be Heard Institute,Brooklyn,40.646843,-73.969294,143700
85,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,Greenwich Village Society for Historic Preservation,Manhattan,40.730817,-73.987433,25610
86,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"Historic Districts Council, Inc.",Manhattan,40.730817,-73.987433,50190
87,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"Issue Project Room, Inc.",Manhattan,40.728956,-73.987401,91450
88,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,Kettle Corn New Music INC,Manhattan,40.733916,-73.989872,7500
89,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"La Donna Dance, Inc.",Manhattan,40.728956,-73.987401,7800
90,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"La Mama Experimental Theater Club, Inc.",Manhattan,40.726494,-73.990169,155000
91,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,Loco7 Dance Puppet Theatre Company Incorporated,Manhattan,40.726634,-73.99045,11250
92,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,Museum of Food and Drink,Manhattan,40.730817,-73.987433,3000
93,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,Musical Theatre Factory,Manhattan,40.729327,-73.991907,7500
94,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"New York Theatre Workshop, Inc.",Manhattan,40.726483,-73.990096,212430
95,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"Peridance Ensemble, Ltd.",Manhattan,40.73321,-73.989139,7610
96,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,Phoenix Theatre Ensemble,Manhattan,40.72951,-73.986203,12500
97,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"Pioneers Go East Collective, Inc.",Manhattan,40.726159,-73.991215,11250
98,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"Poetry Project, Ltd.",Manhattan,40.730471,-73.988432,52500
99,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,Poetry Society of America,Manhattan,40.737783,-73.986483,19950
100,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"Sarah Michelson, Inc.",Manhattan,40.728956,-73.987401,5000
101,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"Skysaver Productions, Inc.",Brooklyn,40.651994,-73.979029,11250
102,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"Society of the Third Street Music School Settlement, Inc.",Manhattan,40.730806,-73.987364,218600
103,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"Stephen Petronio Dance Company, Inc.",Manhattan,40.728956,-73.987401,35680
104,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,Swiss Institute,Manhattan,40.727897,-73.988191,42000
105,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"Teatro Circulo, Ltd.",Manhattan,40.726695,-73.990594,22500
106,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"Theater for the New City Foundation, Inc.",Manhattan,40.728505,-73.984634,35220
107,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"Thin Man Dance, Inc.",Manhattan,40.728956,-73.987401,23400
108,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,Ukrainian Museum,Manhattan,40.72785,-73.989642,19650
109,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"Vineyard Theatre and Workshop Center, Inc.",Manhattan,40.735011,-73.989139,42000
110,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"Voyage Theater Company, Inc.",Manhattan,40.728923,-73.984334,7500
111,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"Writers Room, Inc.",Manhattan,40.729884,-73.992993,46550
112,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,Yara Arts Group,Manhattan,40.730172,-73.985903,11390
113,10003,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"iLAND, Inc.",Manhattan,40.728956,-73.987401,7500
114,10004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Art Sweats, Inc.",Manhattan,40.704541,-74.011552,39300
115,10004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Blue Mountains Projects, Inc",Manhattan,40.701695,-74.011631,7500
116,10004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Center for Traditional Music and Dance,Manhattan,40.706045,-74.013096,119340
117,10004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Community-Word Project, Inc.",Manhattan,40.705354,-74.013731,55120
118,10004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Creative Minds NYC, Inc.",Manhattan,40.705115,-74.010286,23730
119,10004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Dance Films Association, Inc.",Manhattan,40.704541,-74.011552,15600
120,10004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"DanceWorks, Inc.",Manhattan,40.704541,-74.011552,69970
121,10004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"National Book Foundation, Inc.",Brooklyn,,,33910
122,10004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"New Music USA, Inc.",Manhattan,40.703954,-74.011592,237500
123,10004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"New Stage Theatre Company, Inc.",Manhattan,40.704541,-74.011552,11250
124,10004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Poets & Writers, Inc.",Manhattan,40.703954,-74.011592,69660
125,10004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Sons of the Revolution in the State of New York, Inc.",Manhattan,40.703496,-74.011375,18750
126,10004,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Storyville Center for the Spoken Word,Manhattan,40.704541,-74.011552,61360
127,10006,0.00,0.33,0.00,0.00,0.17,0.50,0.00,0.00,China Institute in America,Manhattan,40.708494,-74.014291,32250
128,10006,0.00,0.33,0.00,0.00,0.17,0.50,0.00,0.00,Everybody Dance Now,Queens,,,7500
129,10006,0.00,0.33,0.00,0.00,0.17,0.50,0.00,0.00,"New York Pops, Inc.",Manhattan,40.706251,-74.012952,65780
130,10007,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"Anne Frank Center USA, Inc.",Manhattan,,,25550
131,10007,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,New York International Children's Film Festival,Manhattan,40.71187,-74.008217,21570
132,10009,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"Allied Productions, Inc.",Manhattan,,,8850
133,10009,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"American Indian Artists, Inc.",Manhattan,40.728102,-73.982862,27500
134,10009,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"Bindlestiff Family Variety Arts, Inc.",Brooklyn,,,24640
135,10009,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"Boys' Club of New York, Inc.",Queens,,,40010
136,10009,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"Culture Push, Inc.",Manhattan,40.723836,-73.978253,8210
137,10009,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"Kenkeleba House, New York",Manhattan,40.721794,-73.982889,26550
138,10009,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,Lower East Side Girls Club,Manhattan,40.723308,-73.976323,22050
139,10009,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"Mabou Mines Development Foundation, Inc.",Manhattan,,,62760
140,10009,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"Movement Research, Inc.",Manhattan,40.728261,-73.984785,120540
141,10009,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"Moving For Life, Inc.",Manhattan,40.722395,-73.9801,5000
142,10009,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,New York City H2O Inc.,Manhattan,,,12030
143,10009,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,Nuyorican Poets Cafe,Manhattan,,,18000
144,10009,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"Parsifal's Productions, Inc.",Manhattan,40.723658,-73.983433,35410
145,10009,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,Performance Space 122,Manhattan,40.728261,-73.984785,121620
146,10009,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,Temporary Distortion Theater Corp.,Manhattan,40.721766,-73.978971,5000
147,10009,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,"Wild Project Productions, Inc.",Manhattan,40.722953,-73.983607,10000
148,10010,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Louis Armstrong Educational Foundation, Inc.",Manhattan,,,18750
149,10010,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Madison Square Park Conservancy,Manhattan,40.741617,-73.987449,78000
150,10010,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Only Make Believe, Inc.",Manhattan,40.743254,-73.989123,19760
151,10010,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Pen and Brush, Inc.",Manhattan,40.740242,-73.988539,19950
152,10010,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Van Alen Institute: Projects in Public Architecture,Manhattan,40.741352,-73.991213,20470
153,10010,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"openhousenewyork, Inc.",Manhattan,40.743523,-73.989073,35040
154,10011,0.00,0.33,0.00,0.00,0.00,0.33,0.33,0.00,"AHL Foundation, Inc.",Manhattan,40.746836,-74.002162,11760
155,10011,0.00,0.33,0.00,0.00,0.00,0.33,0.33,0.00,"African Film Festival, Inc.",Manhattan,40.740493,-73.996547,24000
156,10011,0.00,0.33,0.00,0.00,0.00,0.33,0.33,0.00,"Arts For All, Inc.",Manhattan,40.743248,-73.993591,28260
157,10011,0.00,0.33,0.00,0.00,0.00,0.33,0.33,0.00,"Ascension Music Chorus and Orchestra, Inc.",Manhattan,40.734328,-73.995775,19950
158,10011,0.00,0.33,0.00,0.00,0.00,0.33,0.33,0.00,Center for Jewish History,Manhattan,40.737677,-73.993454,17250
159,10011,0.00,0.33,0.00,0.00,0.00,0.33,0.33,0.00,"Chelsea Opera, Inc.",Manhattan,,,7500
160,10011,0.00,0.33,0.00,0.00,0.00,0.33,0.33,0.00,Chelsea Symphony,Manhattan,40.744901,-73.998784,8100
161,10011,0.00,0.33,0.00,0.00,0.00,0.33,0.33,0.00,Developing Artists Theater Company,Manhattan,40.732484,-73.996193,11700
162,10011,0.00,0.33,0.00,0.00,0.00,0.33,0.33,0.00,Dia Center for the Arts,Manhattan,40.747495,-74.005756,28750
163,10011,0.00,0.33,0.00,0.00,0.00,0.33,0.33,0.00,Electronic Arts Intermix,Manhattan,40.747495,-74.005756,48650
164,10011,0.00,0.33,0.00,0.00,0.00,0.33,0.33,0.00,"Haleakala, Inc.",Manhattan,40.745559,-74.00676,156250
165,10011,0.00,0.33,0.00,0.00,0.00,0.33,0.33,0.00,"Ice Theatre of New York, Inc.",Manhattan,40.747999,-74.008496,35500
166,10011,0.00,0.33,0.00,0.00,0.00,0.33,0.33,0.00,"Irish Repertory Theatre Company, Inc.",Manhattan,40.74268,-73.99437,30000
167,10011,0.00,0.33,0.00,0.00,0.00,0.33,0.33,0.00,"Joyce Theater Foundation, Inc.",Manhattan,40.742757,-74.000346,306750
168,10011,0.00,0.33,0.00,0.00,0.00,0.33,0.33,0.00,"LaMicro Theater, Inc.",Manhattan,,,11930
169,10011,0.00,0.33,0.00,0.00,0.00,0.33,0.33,0.00,New School,Manhattan,40.735744,-73.997139,22950
170,10011,0.00,0.33,0.00,0.00,0.00,0.33,0.33,0.00,New York City Community Chorus at Holy Apostles,Manhattan,40.733068,-73.99825,20000
171,10011,0.00,0.33,0.00,0.00,0.00,0.33,0.33,0.00,"New York Live Arts, Inc.",Manhattan,40.74212,-73.998546,185000
172,10011,0.00,0.33,0.00,0.00,0.00,0.33,0.33,0.00,New York Neo-Futurists,Manhattan,40.74212,-73.998546,7500
173,10011,0.00,0.33,0.00,0.00,0.00,0.33,0.33,0.00,"New York Studio School of Drawing, Painting & Sculpture",Manhattan,40.732437,-73.996803,18750
174,10011,0.00,0.33,0.00,0.00,0.00,0.33,0.33,0.00,"PERFORMA, Inc.",Manhattan,40.743081,-73.993237,18750
175,10011,0.00,0.33,0.00,0.00,0.00,0.33,0.33,0.00,Pipeline Theatre Company,Manhattan,,,11250
176,10011,0.00,0.33,0.00,0.00,0.00,0.33,0.33,0.00,"Red Bull Theater, Inc.",Manhattan,40.742949,-73.996467,19650
177,10011,0.00,0.33,0.00,0.00,0.00,0.33,0.33,0.00,"Resonant Bodies Festival, Inc.",Brooklyn,40.666973,-73.984839,7500
178,10011,0.00,0.33,0.00,0.00,0.00,0.33,0.33,0.00,Rubin Museum of Art,Manhattan,40.740224,-73.997727,99210
179,10011,0.00,0.33,0.00,0.00,0.00,0.33,0.33,0.00,Urban Arts Partnership,Manhattan,40.739666,-73.992725,17250
180,10011,0.00,0.33,0.00,0.00,0.00,0.33,0.33,0.00,Urban Word NYC,Manhattan,40.741379,-73.998607,19650
181,10011,0.00,0.33,0.00,0.00,0.00,0.33,0.33,0.00,"YIVO Institute for Jewish Research, Inc.",Manhattan,40.737677,-73.993454,18000
182,10012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Alliance for Young Artists and Writers, Inc.",Manhattan,40.723835,-73.998138,18000
183,10012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Architectural League of New York,Manhattan,40.72496,-73.997157,62500
184,10012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Art Beyond Sight, Inc.",Manhattan,40.724818,-73.997305,19720
185,10012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Center for Architecture, Inc.",Manhattan,40.728575,-73.998532,45420
186,10012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Cinema Tropical, Inc.",Manhattan,40.725699,-73.996558,11700
187,10012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"CityArts, Inc.",Manhattan,40.722797,-73.999015,21110
188,10012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Create in Chinatown, Inc",Manhattan,40.7203,-73.995083,7500
189,10012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Creative Capital Foundation,Manhattan,40.726204,-73.995173,34510
190,10012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Elevator Repair Service Theater, Inc.",Brooklyn,,,20400
191,10012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Fiji Theatre Company,Manhattan,40.726739,-73.992528,47340
192,10012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Five Myles, Inc.",Brooklyn,,,40410
193,10012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Harvestworks, Inc.",Manhattan,40.725004,-73.997121,22710
194,10012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Judd Foundation,Manhattan,40.72333,-73.999405,23000
195,10012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Notes in Motion,Manhattan,40.726634,-73.996042,20440
