,Postcode,PERCENT PACIFIC ISLANDER,PERCENT HISPANIC LATINO,PERCENT AMERICAN INDIAN,PERCENT ASIAN NON HISPANIC,PERCENT WHITE NON HISPANIC,PERCENT BLACK NON HISPANIC,PERCENT OTHER ETHNICITY,PERCENT ETHNICITY UNKNOWN,Organization Name,Borough,Latitude,Longitude,Total Final Award
804,11222,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Triskelion Arts - Kick/StanDance, Inc.",Brooklyn,40.727098,-73.956507,52500
805,11222,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Yaa Samar Dance Theatre,Brooklyn,40.727524,-73.94429,7950
806,11223,0.00,0.01,0.00,0.06,0.87,0.01,0.05,0.00,"Fulton Art Fair, Inc.",Brooklyn,40.674667,-73.92385,6481
807,11224,0.00,0.15,0.00,0.08,0.04,0.65,0.09,0.00,"Art's House Schools, Inc.",Brooklyn,40.57545,-73.978006,17500
808,11224,0.00,0.15,0.00,0.08,0.04,0.65,0.09,0.00,"Coney Island History Project, Inc.",Brooklyn,40.574034,-73.979194,17370
809,11224,0.00,0.15,0.00,0.08,0.04,0.65,0.09,0.00,"Coney Island, USA",Brooklyn,40.575535,-73.979978,19950
810,11225,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,ANONYMOUS ENSEMBLE INC,Brooklyn,40.66655,-73.96098,5000
811,11225,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,"Ifetayo Cultural Arts Facility, Inc.",Brooklyn,40.662184,-73.961754,101620
812,11225,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,"STEM From Dance, Inc.",Brooklyn,40.663854,-73.951934,17030
813,11225,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,"West Indian American Day Carnival Association, Inc.",Brooklyn,40.665313,-73.953699,121000
814,11225,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Willie Mae Rock Camp for Girls,Brooklyn,40.662184,-73.961754,78820
815,11226,0.00,0.60,0.00,0.00,0.00,0.40,0.00,0.00,Beth Morrison Projects,Brooklyn,40.646568,-73.960354,33950
816,11226,0.00,0.60,0.00,0.00,0.00,0.40,0.00,0.00,caribBEING,Brooklyn,40.641716,-73.953435,22700
817,11230,0.00,0.00,0.00,0.03,0.87,0.01,0.07,0.02,"Omni Ensemble, Ltd.",Brooklyn,40.630748,-73.962672,7500
818,11231,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Big Dance Theater, Inc.",Manhattan,,,25200
819,11231,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Brooklyn Book Festival, Inc.",Brooklyn,40.683311,-73.992767,89700
820,11231,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Choral Chameleon, Inc.",Brooklyn,40.681472,-73.997963,7890
821,11231,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Cora Incorporated,Brooklyn,40.677681,-74.012532,38340
822,11231,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Falconworks Artists Group,Brooklyn,,,51250
823,11231,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Hook Arts Media, Inc.",Brooklyn,40.674431,-74.016345,122950
824,11231,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Kentler International Drawing Space, Inc.",Brooklyn,40.677105,-74.013177,22500
825,11231,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partial Comfort Productions,Brooklyn,,,7500
826,11231,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Pioneer Works Art Foundation,Brooklyn,40.679416,-74.011789,18000
827,11231,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Residency Unlimited, Inc.",Brooklyn,40.681983,-73.996095,23680
828,11231,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"S'Cool Sounds, Inc.",Brooklyn,40.67937,-73.996788,7500
829,11231,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Spiderwoman Theater Workshop, Inc.",Brooklyn,40.683108,-73.993546,12600
830,11231,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Vangeline Theater, Inc.",Manhattan,,,23850
831,11231,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Waterfront Museum,Brooklyn,40.675183,-74.017654,16250
832,11231,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Woodshed Collective, Inc.",Brooklyn,40.681198,-73.992796,7500
833,11232,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Experiments in Opera,Brooklyn,40.660958,-73.995779,8850
834,11232,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Green-Wood Historic Fund, Inc.",Brooklyn,40.659385,-73.995455,53210
835,11232,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"International Contemporary Ensemble Foundation, Inc.",Brooklyn,40.651501,-74.010631,33500
836,11232,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Marie-Christine Giordano Dance Company,Brooklyn,40.660143,-73.997488,8660
837,11232,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Redhawk Indian Arts Council,Brooklyn,40.646474,-74.000519,15810
838,11233,0.00,0.00,0.00,0.00,0.29,0.64,0.07,0.00,Asase Yaa Cultural Arts Foundation,Brooklyn,40.679168,-73.926841,24530
839,11233,0.00,0.00,0.00,0.00,0.29,0.64,0.07,0.00,Bailey's Cafe,Brooklyn,40.681747,-73.928835,14750
840,11233,0.00,0.00,0.00,0.00,0.29,0.64,0.07,0.00,Purelements: An Evolution in Dance,Brooklyn,40.678793,-73.920384,36000
841,11234,0.00,0.14,0.00,0.00,0.63,0.17,0.07,0.00,Hendrick I Lott House Preservation Association,Brooklyn,40.610664,-73.932379,7500
842,11235,0.00,0.14,0.00,0.08,0.72,0.04,0.02,0.00,"Brighton Ballet Theater Company, Inc.",Brooklyn,40.578497,-73.9349,21030
843,11235,0.00,0.14,0.00,0.08,0.72,0.04,0.02,0.00,"Covenant Ballet Theatre of Brooklyn, Inc.",Brooklyn,40.586077,-73.944023,16880
844,11235,0.00,0.14,0.00,0.08,0.72,0.04,0.02,0.00,Kingsborough Community College Auxiliary Enterprises Corp.,Brooklyn,40.578497,-73.9349,91450
845,11237,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Bushwick Starr, Inc.",Brooklyn,40.705019,-73.923238,41660
846,11237,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Coalition for Hispanic Family Services,Brooklyn,40.700045,-73.911981,20240
847,11237,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Make the Road New York,Brooklyn,40.698448,-73.915629,8850
848,11238,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4heads, Inc.",Manhattan,,,11250
849,11238,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"African Voices Communications, Inc.",Brooklyn,40.688627,-73.962283,28430
850,11238,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Belladonna Series, Inc.",Brooklyn,40.676979,-73.956557,15600
851,11238,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Blank Forms INC.,Brooklyn,40.682028,-73.961551,40200
852,11238,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Gallim Dance Company, Inc.",Brooklyn,40.682648,-73.966739,5000
853,11238,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Green Earth Poets Cafe, Inc.",Brooklyn,40.676087,-73.956789,10000
854,11238,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Haiti Cultural Exchange, Inc.",Brooklyn,,,24600
855,11238,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Kings Majestic Corporation,Brooklyn,40.677929,-73.957216,95230
856,11238,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Parallel Exit, Inc.",Manhattan,,,27910
857,11238,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Periapsis Music and Dance, Inc.",Manhattan,,,11760
858,11238,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Raga Massive Inc.,Brooklyn,40.67998,-73.967,7500
859,11238,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Repast Ensemble, Inc.",Brooklyn,40.672797,-73.966513,7500
860,11238,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Voices in Contemporary Art,Manhattan,,,23040
861,11239,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Afrolatin Project, Inc.",Brooklyn,40.644788,-73.877046,12500
862,11354,0.00,0.50,0.00,0.00,0.00,0.00,0.50,0.00,"Lewis Howard Latimer Fund, Inc.",Queens,40.765923,-73.829621,22130
863,11354,0.00,0.50,0.00,0.00,0.00,0.00,0.50,0.00,Queens Historical Society,Queens,40.763513,-73.823649,21500
864,11354,0.00,0.50,0.00,0.00,0.00,0.00,0.50,0.00,Voelker Orth Museum,Queens,40.764478,-73.816275,13850
865,11355,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Standby Program, Inc.",Queens,40.758588,-73.821666,44260
866,11356,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Conrad Poppenhusen Association,Queens,,,38270
867,11358,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Korean Traditional Marching Band, Inc.",Queens,40.755665,-73.804616,11000
868,11364,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Alley Pond Environmental Center, Inc.",Queens,40.739869,-73.74932,191660
869,11365,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Children's Orchestra Society,Manhattan,,,5000
870,11367,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Queens Symphony Orchestra,Queens,40.736237,-73.815946,256650
871,11368,0.00,0.60,0.00,0.20,0.20,0.00,0.00,0.00,Louis Armstrong House,Queens,40.754932,-73.861398,364540
872,11370,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Calpulli Mexican Dance Company, Inc.",Queens,40.762276,-73.891337,84010
873,11372,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,"Kinding Sindaw Heritage Foundation, Inc.",Manhattan,,,11250
874,11372,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,"Look & Listen, Inc.",Brooklyn,40.630331,-74.038455,11250
875,11372,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,"Metropolis Ensemble, Inc.",Manhattan,,,23310
876,11372,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,Percussia,Queens,40.749706,-73.881468,20440
877,11372,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,"Talujon, Inc.",Manhattan,,,15680
878,11374,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,Newtown Literary Alliance,Queens,40.733991,-73.862434,16310
879,11375,0.00,0.40,0.00,0.00,0.00,0.60,0.00,0.00,"Flux Theatre Ensemble, Inc.",Manhattan,,,7500
880,11377,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Academy of Bosnia and Herzegovina, Inc.",Manhattan,,,7500
881,11377,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Bangladesh Institute of Performing Arts, Inc.",Queens,40.745706,-73.897109,8180
882,11377,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Mare Nostrum Elements, Inc.",Queens,40.745072,-73.90046,17700
883,11377,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Northern Woodside Coalition,Queens,40.752451,-73.902239,16780
884,11377,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Topaz Arts, Inc.",Queens,,,30190
885,11378,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Musica Reginae Productions, Ltd.",Queens,40.72184,-73.90631,16350
886,11385,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FGP NYC INC,Manhattan,,,7500
887,11385,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Greater Ridgewood Historical Society,Queens,40.710926,-73.920356,42500
888,11385,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Kew Gardens Festival of Cinema, Inc.",Queens,40.706636,-73.855129,7500
889,11385,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Yarnwire, Inc.",Queens,40.708997,-73.920406,15300
890,11412,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Braata Productions,Queens,40.693062,-73.751909,17950
891,11412,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Caribbean American Repertory Theatre, Inc.",Queens,40.697103,-73.766546,7500
892,11421,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Qi Shu Fang Peking Opera Association,Queens,40.689531,-73.860272,16350
893,11427,0.00,0.50,0.00,0.00,0.00,0.50,0.00,0.00,"Sol Zim Jewish Enrichment Music Foundation, Inc.",Queens,40.729329,-73.755894,5000
894,11432,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.00,"Afrikan Poetry Theatre, Inc.",Queens,40.707941,-73.784233,10000
895,11432,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.00,"Exploring the Metropolis, Inc.",Queens,40.704025,-73.798437,45650
896,11432,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.00,"King Manor Association of Long Island, Inc.",Queens,40.705199,-73.799278,80000
897,11434,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,"A Better Jamaica, Inc.",Queens,40.693113,-73.771003,32800
898,11434,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,"Black Spectrum Theatre Company, Inc.",Queens,40.685612,-73.772853,75250
899,11434,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,"CABD, Inc.",Manhattan,,,19950
900,11434,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,Drumsongs Productions,Queens,,,15900
901,11434,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,"Harlem Presents, Inc.",Manhattan,,,6500
902,11694,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Rockaway Artists Alliance, Inc.",Queens,40.580701,-73.837704,19950
903,11695,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Rockaway Theatre Company,Queens,,,32500
